imageId;category;imagePath
231;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/231_44922356991_9f94d9613b_o.jpg
232;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/232_241144126_906c96e600_o.jpg
233;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/233_8684784715_84808cf958_o.jpg
234;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/234_341330699_6519711fbf_o.jpg
235;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/235_3007404763_edea9dc8c2_o.jpg
236;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/236_24432888693_73280e646e_o.jpg
237;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/237_14149427846_da94e3da75_o.jpg
238;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/238_2727009946_8fde47ccf2_o.jpg
239;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/239_2934880173_e1a294ef4d_o.jpg
240;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/240_7993889925_dd64658b93_o.jpg
241;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/241_2806330093_307caeea43_o.jpg
242;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/242_16077680206_8cea7d91af_o.jpg
243;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/243_6240494269_9ec3e17da9_o.jpg
244;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/244_14074908540_b80bdd4f0a_o.jpg
245;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/245_6470067149_02e2d2481c_o.jpg
246;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/246_2914216431_5664e1699b_o.jpg
247;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/247_36593159350_07c30c378c_o.jpg
248;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/248_16293183396_a9c1b6e31c_o.jpg
249;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/249_35302392605_962751eaa5_o.jpg
250;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/250_11010808475_d6f910a3af_o.jpg
251;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/251_15494334841_f48025d2c5_o.jpg
252;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/252_6295404910_2f1f4e3f3f_o.jpg
253;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/253_8407640768_03c0632c77_o.jpg
254;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/254_8463875260_02598b3279_o.jpg
255;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/255_8119657621_393aeeb4f9_o.jpg
256;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/256_8012107832_7a97a1f5a8_o.jpg
257;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/257_23390920941_ce9563f764_o.jpg
258;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/258_1443066116_b80198b740_o.jpg
259;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/259_15985018167_6b8a1ace06_o.jpg
260;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/260_8576258417_13f12f4a4e_o.jpg
261;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/261_9664697686_f80f8c38ed_o.jpg
262;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/262_17564784781_b3df033b24_o.jpg
263;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/263_8665661172_ae4f3fd2a6_o.jpg
264;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/264_10692923434_ea1275f055_o.jpg
265;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/265_148860505_62d9c309ac_o.jpg
266;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/266_5525439311_12d8232e67_o.jpg
267;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/267_5949597419_1c8471651c_o.jpg
268;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/268_855141530_0083c0c316_o.jpg
269;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/269_5501294246_2c1f4869d1_o.jpg
270;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/270_15316801571_05af9570a7_o.jpg
271;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/271_196910902_09b5c0d70f_o.jpg
272;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/272_13755387325_92e88d11af_o.jpg
273;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/273_3795063359_aa888ddb26_o.jpg
274;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/274_8681710327_f23a618960_o.jpg
275;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/275_8560089096_e019395fcc_o.jpg
276;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/276_2348972925_9dca703bd5_o.jpg
277;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/277_152309719_66b2597eeb_o.jpg
278;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/278_15928852259_0466609fb5_o.jpg
279;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/279_15644973102_c208971bff_o.jpg
280;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/280_16097375456_2886e9abbb_o.jpg
281;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/281_3229663028_3b9e65e3a5_o.jpg
282;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/282_9671999152_dc93f4854b_o.jpg
283;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/283_9370643338_6d224b91e6_o.jpg
284;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/284_3707771239_fe9dd58aa3_o.jpg
285;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/285_174327703_b0dc7bf942_o.jpg
286;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/286_12284930643_6f35dc6441_o.jpg
287;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/287_27815489482_feb059a6c5_o.jpg
288;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/288_13337757705_46a27af88f_o.jpg
289;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/289_48149374_5c69b92563_o.jpg
290;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/290_14667017161_0f7481dd7b_o.jpg
291;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/291_37404623_e0d418357c_o.jpg
292;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/292_17135444090_350150987e_o.jpg
293;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/293_8739305094_c11d4bf118_o.jpg
294;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/294_9307160117_b0effaac7d_o.jpg
295;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/295_11962332986_56a4675267_o.jpg
296;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/296_4088343460_483318df65_o.jpg
297;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/297_15642897404_dbd2ede9ae_o.jpg
298;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/298_524945890_f6a6732a84_o.jpg
299;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/299_26573473081_8d9a847366_o.jpg
300;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/300_6519053969_ef439cf976_o.jpg
301;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/301_24799239545_ae1dfcb684_o.jpg
302;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/302_3383701804_c1e1808d09_o.jpg
303;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/303_71074564_f292724d33_o.jpg
304;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/304_797843299_7d00686c21_o.jpg
305;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/305_35080117866_9433c6baa3_o.jpg
306;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/306_7661811984_61db19fdb2_o.jpg
307;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/307_23591438603_6a86a3f9f3_o.jpg
308;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/308_11351374575_ce1506b577_o.jpg
309;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/309_20264040919_c3a5b32ed3_o.jpg
310;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/310_2409503291_e8c6777ca1_o.jpg
311;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/311_237379957_3246174994_o.jpg
312;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/312_49228370457_023c046221_o.jpg
313;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/313_15928519274_e10d0ce908_o.jpg
314;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/314_49315897498_016e2efd71_o.jpg
315;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/315_6936994907_0be5b8cbde_o.jpg
316;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/316_22478363817_99ee183979_o.jpg
317;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/317_14330032310_f008b242c3_o.jpg
318;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/318_1421761194_2a6a6bb71e_o.jpg
319;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/319_14277153452_e0bdfc9a38_o.jpg
320;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/320_4333692253_7b15005868_o.jpg
321;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/321_15796036094_79176a257c_o.jpg
322;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/322_11784502705_7c80e391e4_o.jpg
323;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/323_7737072626_4eefc96ac4_o.jpg
324;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/324_13953242160_887d9e4fc3_o.jpg
325;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/325_15495287433_5bf6985acd_o.jpg
326;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/326_12282401306_346fb66f81_o.jpg
327;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/327_7645751700_7ea0f34a1e_o.jpg
328;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/328_12523462075_a3fc8d5c79_o.jpg
329;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/329_8632383588_d3868cd431_o.jpg
330;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/330_6792281113_6dfbc6c657_o.jpg
331;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/331_9667512812_a86200d070_o.jpg
332;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/332_281921861_ab8d06f6a7_o.jpg
333;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/333_81193940_b3a576fd00_o.jpg
334;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/334_19186705102_9359470614_o.jpg
335;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/335_24816150990_7e287f8b5f_o.jpg
336;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/336_16131820099_c3fc9d8e24_o.jpg
337;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/337_9736486427_55eacae8f0_o.jpg
338;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/338_10602341835_9320f6facf_o.jpg
339;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/339_12489510375_0156430983_o.jpg
340;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/340_4073005450_4f67c1ecf4_o.jpg
341;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/341_49310144238_8c8512450a_o.jpg
342;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/342_2609015093_8b4a70ff44_o.jpg
343;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/343_3486842841_d78a545ff2_o.jpg
344;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/344_2831104261_e24037bf15_o.jpg
345;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/345_23574860088_c6d6574406_o.jpg
346;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/346_28144635013_4c6ff2540f_o.jpg
347;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/347_8418075523_c512c769f8_o.jpg
348;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/348_49322254096_1bebf310a6_o.jpg
349;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/349_14959233959_62462a3dc6_o.jpg
350;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/350_12214506556_579b63967f_o.jpg
351;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/351_37489258171_1f860cc8ae_o.jpg
352;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/352_205215813_8cd6fb0a05_o.jpg
353;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/353_2325832710_58452124b4_o.jpg
354;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/354_6044055637_6ce0878283_o.jpg
355;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/355_9875139263_8527be4f41_o.jpg
356;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/356_15913572056_6343e7d73c_o.jpg
357;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/357_49313115808_73dcda8de6_o.jpg
358;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/358_49296560693_f233fba98a_o.jpg
359;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/359_7615827024_9d402e600b_o.jpg
360;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/360_8165164793_7f55962d09_o.jpg
361;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/361_36236622883_0a5022f813_o.jpg
362;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/362_2906940960_2a04e1d3d2_o.jpg
363;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/363_15546703633_7e75a02bf9_o.jpg
364;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/364_6283055804_00933d8eef_o.jpg
365;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/365_4021797176_9bdeca4a65_o.jpg
366;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/366_31533113646_a71479ac95_o.jpg
367;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/367_16116451848_bb482108c8_o.jpg
368;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/368_31009721521_d1316137e8_o.jpg
369;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/369_14330468559_b051364d22_o.jpg
370;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/370_756993251_4065eaa98f_o.jpg
371;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/371_4909713714_4999679a66_o.jpg
372;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/372_5396568150_74fdd808a3_o.jpg
373;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/373_16303133232_04ac6c1bd6_o.jpg
374;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/374_15287288682_197496ddc6_o.jpg
375;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/375_5915537695_1bf7a65123_o.jpg
376;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/376_10416469375_321b22782a_o.jpg
377;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/377_2477598966_96018328d1_o.jpg
378;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/378_5165221856_0b08f53e1c_o.jpg
379;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/379_19889992661_871a35eb13_o.jpg
380;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/380_23455302064_8b4091e66b_o.jpg
381;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/381_303234400_f8a412de52_o.jpg
382;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/382_13772829224_98eb5fa2a9_o.jpg
383;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/383_1443263202_e194ba22dd_o.jpg
384;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/384_16608418638_14a15b7743_o.jpg
385;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/385_15684129723_f451a08c22_o.jpg
386;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/386_28843943758_a289440477_o.jpg
387;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/387_14322677319_b289d9b68b_o.jpg
388;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/388_6833817752_1d8b12e79b_o.jpg
389;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/389_5395968005_e7c0104c5a_o.jpg
390;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/390_14284648729_a43aa553dc_o.jpg
391;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/391_27212909483_9cebdc130d_o.jpg
392;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/392_2904911703_a7bb70f24f_o.jpg
393;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/393_16130733726_a51fed7aab_o.jpg
394;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/394_24330960057_f376d1b9b3_o.jpg
395;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/395_11698503674_259fa97311_o.jpg
396;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/396_4164478_7467d8a137_o.jpg
397;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/397_8003614707_fd0200cbb1_o.jpg
398;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/398_4016306621_4ef763d195_o.jpg
399;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/399_1500333523_d2e8b9e136_o.jpg
400;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/400_11122919374_58ccd9e84c_o.jpg
401;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/401_295646011_ca5bd14ea5_o.jpg
402;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/402_5166678236_db6b423dc0_o.jpg
403;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/403_16209418155_8507095510_o.jpg
404;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/404_24849310362_7f28f4dd55_o.jpg
405;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/405_5007703932_2fa2b2a31b_o.jpg
406;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/406_9674004334_e5227ef5c8_o.jpg
407;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/407_48045014521_01382526ea_o.jpg
408;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/408_14283352189_dd9566f27d_o.jpg
409;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/409_4386772544_eef5d5116e_o.jpg
410;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/410_49222568703_8a4622e969_o.jpg
411;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/411_3699153162_ebb11c832b_o.jpg
412;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/412_14739250820_c22e28fd60_o.jpg
413;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/413_6899851215_d53c9c54fe_o.jpg
414;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/414_2595728993_51ba53fd0d_o.jpg
415;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/415_6615705459_1499485aaa_o.jpg
416;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/416_12639439614_bbd2e928a0_o.jpg
417;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/417_33726548446_f69b848dc8_o.jpg
418;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/418_200905820_afda80eb5d_o.jpg
419;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/419_2105080103_621e6e45f5_o.jpg
420;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/420_15148171179_45b132f6a0_o.jpg
421;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/421_22053741833_d4cb521827_o.jpg
422;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/422_9100133053_5e4806b596_o.jpg
423;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/423_15293237041_1df2f43cac_o.jpg
424;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/424_12489445003_267a97a0d0_o.jpg
425;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/425_25875588810_c825458cfa_o.jpg
426;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/426_12489532783_071402abe7_o.jpg
427;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/427_12489754244_2b6a3c7aa9_o.jpg
428;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/428_12489422913_7089710d57_o.jpg
429;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/429_12489327685_1c65cd6ef8_o.jpg
430;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/430_3724449366_fe4d438303_o.jpg
431;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/431_8125469626_81d05d9b21_o.jpg
432;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/432_4667239826_dd2a87a7cb_o.jpg
433;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/433_3545814747_a351ec9515_o.jpg
434;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/434_4115723500_b6b58d37a8_o.jpg
435;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/435_11351430426_d2527bab59_o.jpg
436;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/436_9439667389_05043c4068_o.jpg
437;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/437_5496331464_c7b0b901fe_o.jpg
438;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/438_6291214927_344cfe5d70_o.jpg
439;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/439_5054334901_b26a650e96_o.jpg
440;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/440_48902130877_ff4a9fa006_o.jpg
441;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/441_5917559189_05dd2ca11a_o.jpg
442;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/442_9875045206_24cb70231b_o.jpg
443;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/443_18739061678_4270b0efd2_o.jpg
444;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/444_6849705835_5ee0db016a_o.jpg
445;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/445_49220606422_1635768d10_o.jpg
446;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/446_15984812155_b85c109c4e_o.jpg
447;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/447_6706131847_0e7fdd31f6_o.jpg
448;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/448_2451696911_828fa6483c_o.jpg
449;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/449_7289136506_83710e4518_o.jpg
450;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/450_6085026679_41d999964a_o.jpg
451;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/451_9418262361_56f1483174_o.jpg
452;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/452_39726184282_d17053973e_o.jpg
453;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/453_5738165358_04f78c10c7_o.jpg
454;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/454_26164212704_1c31c1e65b_o.jpg
455;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/455_3406533779_3999a5552b_o.jpg
456;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/456_2833505165_6028900c05_o.jpg
457;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/457_36777992470_f88a3eef1b_o.jpg
458;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/458_6006955758_9301118f34_o.jpg
459;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/459_7874109806_3fe0080ae4_o.jpg
